anchor_id,beta1,beta2,beta3,xi,zeta2,max_excess,stable
P2,0.7300,-1.9100,-0.6700,0.01050,-1,6.33568,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.74989421,6.18395,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.56234133,5.99823,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.4216965,5.69458,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.31622777,4.80517,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.23713737,3.92294,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.17782794,3.93616,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.13335214,3.86055,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.1,3.66433,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.074989421,3.23307,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.056234133,2.39845,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.04216965,1.01433,0
P2,0.7300,-1.9100,-0.6700,0.01050,-0.031622777,0.101201,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.023713737,0.101418,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.017782794,0.101033,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.013335214,0.100753,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.01,0.100729,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0074989421,0.100743,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0056234133,0.100754,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.004216965,0.100759,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0031622777,0.100762,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0023713737,0.100763,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0017782794,0.100764,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0013335214,0.100764,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.001,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00074989421,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00056234133,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0004216965,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00031622777,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00023713737,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00017782794,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.00013335214,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,-0.0001,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0001,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00013335214,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00017782794,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00023713737,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00031622777,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0004216965,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00056234133,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.00074989421,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.001,0.100765,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0013335214,0.100764,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0017782794,0.100764,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0023713737,0.100763,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0031622777,0.100762,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.004216965,0.100759,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0056234133,0.100754,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.0074989421,0.100743,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.01,0.100729,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.013335214,0.100753,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.017782794,0.101033,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.023713737,0.101418,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.031622777,0.101201,1
P2,0.7300,-1.9100,-0.6700,0.01050,0.04216965,1.01433,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.056234133,2.39845,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.074989421,3.23307,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.1,3.66433,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.13335214,3.86055,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.17782794,3.93616,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.23713737,3.92294,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.31622777,4.80517,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.4216965,5.69458,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.56234133,5.99823,0
P2,0.7300,-1.9100,-0.6700,0.01050,0.74989421,6.18395,0
P2,0.7300,-1.9100,-0.6700,0.01050,1,6.33568,0
P2,0.7300,-1.9100,-0.6700,0.01050,1.3335214,6.4167,0
P2,0.7300,-1.9100,-0.6700,0.01050,1.7782794,6.46685,0
P2,0.7300,-1.9100,-0.6700,0.01050,2.3713737,6.50103,0
P2,0.7300,-1.9100,-0.6700,0.01050,3.1622777,6.52664,0
P2,0.7300,-1.9100,-0.6700,0.01050,4.216965,6.54771,0
P2,0.7300,-1.9100,-0.6700,0.01050,5.6234133,6.56656,0
P2,0.7300,-1.9100,-0.6700,0.01050,7.4989421,6.58472,0
P2,0.7300,-1.9100,-0.6700,0.01050,10,6.60349,0
P3,0.0000,-0.6000,0.5000,1.00000,-10,6.05859,0
P3,0.0000,-0.6000,0.5000,1.00000,-7.4989421,6.03752,0
P3,0.0000,-0.6000,0.5000,1.00000,-5.6234133,6.01015,0
P3,0.0000,-0.6000,0.5000,1.00000,-4.216965,5.96994,0
P3,0.0000,-0.6000,0.5000,1.00000,-3.1622777,5.90498,0
P3,0.0000,-0.6000,0.5000,1.00000,-2.3713737,5.79533,0
P3,0.0000,-0.6000,0.5000,1.00000,-1.7782794,5.61088,0
P3,0.0000,-0.6000,0.5000,1.00000,-1.3335214,5.31175,0
P3,0.0000,-0.6000,0.5000,1.00000,-1,4.85431,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.74989421,4.19843,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.56234133,3.26207,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.4216965,2.01087,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.31622777,1.72934,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.23713737,1.46552,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.17782794,1.10727,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.13335214,0.566986,0
P3,0.0000,-0.6000,0.5000,1.00000,-0.1,0.100984,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.074989421,0.100985,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.056234133,0.100986,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.04216965,0.100988,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.031622777,0.100991,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.023713737,0.100998,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.017782794,0.10101,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.013335214,0.101029,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.01,0.101011,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0074989421,0.100916,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0056234133,0.100845,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.004216965,0.100807,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0031622777,0.100787,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0023713737,0.100777,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0017782794,0.100772,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0013335214,0.100769,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.001,0.100767,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00074989421,0.100766,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00056234133,0.100766,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0004216965,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00031622777,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00023713737,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00017782794,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.00013335214,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,-0.0001,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0001,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00013335214,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00017782794,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00023713737,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00031622777,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0004216965,0.100765,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00056234133,0.100766,1
P3,0.0000,-0.6000,0.5000,1.00000,0.00074989421,0.100766,1
P3,0.0000,-0.6000,0.5000,1.00000,0.001,0.100767,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0013335214,0.100769,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0017782794,0.100772,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0023713737,0.100777,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0031622777,0.100787,1
P3,0.0000,-0.6000,0.5000,1.00000,0.004216965,0.100807,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0056234133,0.100845,1
P3,0.0000,-0.6000,0.5000,1.00000,0.0074989421,0.100916,1
P3,0.0000,-0.6000,0.5000,1.00000,0.01,0.101011,1
P3,0.0000,-0.6000,0.5000,1.00000,0.013335214,0.101029,1
P3,0.0000,-0.6000,0.5000,1.00000,0.017782794,0.10101,1
P3,0.0000,-0.6000,0.5000,1.00000,0.023713737,0.100998,1
P3,0.0000,-0.6000,0.5000,1.00000,0.031622777,0.100991,1
P3,0.0000,-0.6000,0.5000,1.00000,0.04216965,0.100988,1
P3,0.0000,-0.6000,0.5000,1.00000,0.056234133,0.100986,1
P3,0.0000,-0.6000,0.5000,1.00000,0.074989421,0.100985,1
P3,0.0000,-0.6000,0.5000,1.00000,0.1,0.100984,1
P3,0.0000,-0.6000,0.5000,1.00000,0.13335214,0.566986,0
P3,0.0000,-0.6000,0.5000,1.00000,0.17782794,1.10727,0
P3,0.0000,-0.6000,0.5000,1.00000,0.23713737,1.46552,0
P3,0.0000,-0.6000,0.5000,1.00000,0.31622777,1.72934,0
P3,0.0000,-0.6000,0.5000,1.00000,0.4216965,2.01087,0
P3,0.0000,-0.6000,0.5000,1.00000,0.56234133,3.26207,0
P3,0.0000,-0.6000,0.5000,1.00000,0.74989421,4.19843,0
P3,0.0000,-0.6000,0.5000,1.00000,1,4.85431,0
P3,0.0000,-0.6000,0.5000,1.00000,1.3335214,5.31175,0
P3,0.0000,-0.6000,0.5000,1.00000,1.7782794,5.61088,0
P3,0.0000,-0.6000,0.5000,1.00000,2.3713737,5.79533,0
P3,0.0000,-0.6000,0.5000,1.00000,3.1622777,5.90498,0
P3,0.0000,-0.6000,0.5000,1.00000,4.216965,5.96994,0
P3,0.0000,-0.6000,0.5000,1.00000,5.6234133,6.01015,0
P3,0.0000,-0.6000,0.5000,1.00000,7.4989421,6.03752,0
P3,0.0000,-0.6000,0.5000,1.00000,10,6.05859,0
P4,-0.1000,-0.4500,0.0000,1.00000,-10,6.05341,0
P4,-0.1000,-0.4500,0.0000,1.00000,-7.4989421,6.03183,0
P4,-0.1000,-0.4500,0.0000,1.00000,-5.6234133,6.00381,0
P4,-0.1000,-0.4500,0.0000,1.00000,-4.216965,5.96295,0
P4,-0.1000,-0.4500,0.0000,1.00000,-3.1622777,5.89755,0
P4,-0.1000,-0.4500,0.0000,1.00000,-2.3713737,5.78792,0
P4,-0.1000,-0.4500,0.0000,1.00000,-1.7782794,5.60423,0
P4,-0.1000,-0.4500,0.0000,1.00000,-1.3335214,5.30695,0
P4,-0.1000,-0.4500,0.0000,1.00000,-1,4.85303,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.74989421,4.20396,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.56234133,3.28699,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.4216965,2.05904,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.31622777,1.74661,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.23713737,1.47101,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.17782794,1.09955,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.13335214,0.583149,0
P4,-0.1000,-0.4500,0.0000,1.00000,-0.1,0.100984,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.074989421,0.100985,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.056234133,0.100986,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.04216965,0.100988,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.031622777,0.100991,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.023713737,0.100997,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.017782794,0.10101,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.013335214,0.101025,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.01,0.101017,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0074989421,0.100923,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0056234133,0.100849,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.004216965,0.100809,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0031622777,0.100788,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0023713737,0.100778,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0017782794,0.100772,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0013335214,0.100769,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.001,0.100767,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00074989421,0.100766,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00056234133,0.100766,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0004216965,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00031622777,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00023713737,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00017782794,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.00013335214,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,-0.0001,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0001,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00013335214,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00017782794,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00023713737,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00031622777,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0004216965,0.100765,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00056234133,0.100766,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.00074989421,0.100766,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.001,0.100767,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0013335214,0.100769,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0017782794,0.100772,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0023713737,0.100778,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0031622777,0.100788,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.004216965,0.100809,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0056234133,0.100849,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.0074989421,0.100923,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.01,0.101017,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.013335214,0.101025,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.017782794,0.10101,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.023713737,0.100997,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.031622777,0.100991,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.04216965,0.100988,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.056234133,0.100986,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.074989421,0.100985,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.1,0.100984,1
P4,-0.1000,-0.4500,0.0000,1.00000,0.13335214,0.583149,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.17782794,1.09955,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.23713737,1.47101,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.31622777,1.74661,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.4216965,2.05904,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.56234133,3.28699,0
P4,-0.1000,-0.4500,0.0000,1.00000,0.74989421,4.20396,0
P4,-0.1000,-0.4500,0.0000,1.00000,1,4.85303,0
P4,-0.1000,-0.4500,0.0000,1.00000,1.3335214,5.30695,0
P4,-0.1000,-0.4500,0.0000,1.00000,1.7782794,5.60423,0
P4,-0.1000,-0.4500,0.0000,1.00000,2.3713737,5.78792,0
P4,-0.1000,-0.4500,0.0000,1.00000,3.1622777,5.89755,0
P4,-0.1000,-0.4500,0.0000,1.00000,4.216965,5.96295,0
P4,-0.1000,-0.4500,0.0000,1.00000,5.6234133,6.00381,0
P4,-0.1000,-0.4500,0.0000,1.00000,7.4989421,6.03183,0
P4,-0.1000,-0.4500,0.0000,1.00000,10,6.05341,0
P5,0.0000,-1.5000,0.0000,1.00000,-10,6.03554,0
P5,0.0000,-1.5000,0.0000,1.00000,-7.4989421,6.01295,0
P5,0.0000,-1.5000,0.0000,1.00000,-5.6234133,5.98401,0
P5,0.0000,-1.5000,0.0000,1.00000,-4.216965,5.94282,0
P5,0.0000,-1.5000,0.0000,1.00000,-3.1622777,5.87878,0
P5,0.0000,-1.5000,0.0000,1.00000,-2.3713737,5.77399,0
P5,0.0000,-1.5000,0.0000,1.00000,-1.7782794,5.60143,0
P5,0.0000,-1.5000,0.0000,1.00000,-1.3335214,5.32639,0
P5,0.0000,-1.5000,0.0000,1.00000,-1,4.91556,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.74989421,4.3546,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.56234133,3.66132,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.4216965,2.86556,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.31622777,1.81388,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.23713737,1.27038,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.17782794,1.00412,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.13335214,0.759517,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.1,0.365747,0
P5,0.0000,-1.5000,0.0000,1.00000,-0.074989421,0.100984,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.056234133,0.100984,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.04216965,0.100984,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.031622777,0.100985,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.023713737,0.100987,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.017782794,0.100989,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.013335214,0.100994,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.01,0.100999,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0074989421,0.101006,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0056234133,0.101039,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.004216965,0.100974,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0031622777,0.100883,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0023713737,0.100827,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0017782794,0.100797,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0013335214,0.100782,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.001,0.100774,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.00074989421,0.10077,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.00056234133,0.100768,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.0004216965,0.100767,1
P5,0.0000,-1.5000,0.0000,1.00000,-0.00031622777,0.100766,1
